frequency_rank,character,pinyin,definition,radical,radical_code,stroke_count,hsk_levl,general_standard_num
8468,蚒,tóng,"(Cant.) an edible snake, lizard",虫,142.4,10,6,11595
8469,蜪,táo,Tao,虫,142.8,14,6,11596
8470,蝕,shí,nibble away; erode; eclipse,虫,142.9,14,6,11597
8471,蠜,fán,grasshopper,虫,142.15,21,6,11598
8472,袕,xué,Xue,衣,145.5,10,6,11599
8473,裋,shù,cotton clothes of a boy servant,衣,145.7,12,6,11600
8474,裩,kūn,Kun,衣,145.8,13,6,11601
8475,褌,kūn,"trousers, pants, shorts, drawers",衣,145.9,14,6,11602
8476,褎,xiù,sleeve; ample flowing robes,衣,145.9,14,6,11603
8477,襫,shì,raincoat,衣,145.15,20,6,8070
8478,覈,hé,"investigate, consider, examine",襾,146.13,19,6,11604
8479,觭,jī,one turning up and one turning down,角,148.8,15,6,7804
8480,訆,jiào,Jiao,言,149.2,9,6,11605
8481,訏,xū,"boast, exaggerate; great, broad",言,149.3,10,6,11606
8482,訽,gòu,blame,言,149.5,12,6,11607
8483,詨,xiào,"kind of cicada, cosmopsaltria",言,149.6,13,6,11608
8484,譻,yīng,Ying,言,149.14,21,6,11609
8485,诇,xiòng,to spy; to give information; shrewd,言,149.5,7,6,6625
8486,貑,jiā,Jia,豸,153.9,16,6,11610
8487,跱,zhì,stop,足,157.6,13,6,7522
8488,坶,mǔ,Mu,土,32.5,8,6,11611
8489,躘,lóng,to walk,足,157.16,23,6,11612
8490,輖,zhōu,Zhou,車,159.8,15,6,11613
8491,轇,jiāo,"complicated, confused; dispute",車,159.11,18,6,11614
8492,轋,hún,Hun,車,159.11,17,6,11615
8493,轕,gé,great array of spears and chariots,車,159.13,19,6,11616
8494,迒,háng,Go Home,辵,162.4,7,6,11617
8495,郘,lǘ,Lv,邑,163.7,8,6,11618
8496,醄,táo,Tao,酉,164.8,15,6,11619
8497,醼,yàn,strong,酉,164.16,23,6,11620
8498,鋋,chán,Chan,金,167.7,14,6,11621
8499,鏁,suǒ,variant of,金,167.11,19,6,11622
8500,鏭,xī,Xi,金,167.11,19,6,11623
8501,鐄,huáng,bell,金,167.12,19,6,11624
8502,鑣,biāo,"bit, bridle; ride",金,167.15,23,6,11625
8503,鑷,niè,"tweezers, forceps, pincers",金,167.18,26,6,11626
8504,辁,quán,cart wheel with no spokes,車,159.6,10,6,6978
8505,阸,è,distress; difficulty,阜,170.5,7,6,11627
8506,牿,gù,shed for cattle,牛,93.7,11,6,7188
8507,鞝,shàng,the piece of leather used for soles on Chinese shoes. a patch,革,177.8,17,6,11628
8508,頞,è,(nose) bridge,頁,181.6,15,6,11629
8509,瞵,lín,to stare at,目,109.12,17,6,7933
8510,饤,dìng,display food for show only; sacrifice,食,184.2,5,6,11630
8511,駃,jué,gallop,馬,187.4,14,6,11631
8512,駉,jiōng,big,馬,187.5,15,6,11632
8513,騠,tí,"a horse, mule",馬,187.9,19,6,11633
8514,驡,lóng,Long,馬,187.16,26,6,11634
8515,髪,fà,hair,髟,190.4,14,6,11635
8516,鬚,xū,"beard, whiskers; whisker-like",髟,190.12,22,6,11636
8517,鬿,qí,Qi,鬼,194.4,13,6,11637
8518,鮌,gǔn,Gun,魚,195.5,16,6,11638
8519,鯁,gěng,"fish bones; honest, upright",魚,195.7,18,6,11639
8520,鱻,xiān,"fresh, new, delicious; rare, few",魚,195.22,33,6,11640
8521,鶚,è,"osprey, fishhawk; Pandion haliaetus",鳥,196.9,20,6,11641
8522,鷫,sù,turquoise kingfisher,鳥,196.12,24,6,11642
8523,鹖,hé,"crossbill, species of nightingale",鳥,196.9,14,6,7671
8524,磩,qì,Zhu,石,112.11,16,6,11643
8525,磭,chuò,Chuo,石,112.11,16,6,11644
8526,稌,tú,glutinous rice,禾,115.7,12,6,7386
8527,穃,rong,Rong,禾,115.1,15,6,11645
8528,綂,tǒng,"govern, command, control; unite",糸,120.7,13,6,11646
8529,膥,chūn,(Cant.) eggs of birds or reptiles; testicles,肉,130.12,17,6,11647
8530,膱,zhí,Zhi,肉,130.12,16,6,11648
8531,臿,chā,to separate the grain from the husk,臼,134.3,9,6,11649
8532,艎,huáng,fast boat,舟,137.9,15,6,7796
8533,苃,yǒu,You,艸,140.4,7,6,11650
8534,茍,jì,"to be circumspect, cautious in ones behaviour (distinguish DKW 30790 gou3)",艸,140.5,9,6,11651
8535,蒟,jǔ,betel pepper; Amorphophallus konjac,艸,140.1,13,6,5385
8536,藣,bēi,Bei,艸,140.15,18,6,11652
8537,虈,xiāo,Xiao,艸,140.21,24,6,11653
8538,蜐,jié,Jie,虫,142.7,13,6,7523
8539,訅,qiú,Qiu,言,149.2,9,6,11654
8540,詭,guǐ,"deceive, cheat, defraud; sly",言,149.6,13,6,11655
8541,讈,lì,Li,言,149.16,23,6,11656
8542,貿,mào,"trade, barter; mixed; rashly",貝,154.5,12,6,11657
8543,趷,kē,to jolt; (Cant.) to raise up; block,足,157.3,10,6,11658
8544,蹌,qiāng,walk rapidly,足,157.1,17,6,11659
8545,蹹,tá,to tread on; to stamp; to walk,足,157.12,19,6,11660
8546,鈰,shì,cerium,金,167.5,13,6,11661
8547,銑,xiǎn,mill,金,167.6,14,6,11662
8548,鋫,lí,Li,金,167.7,15,6,11663
8549,鍔,è,"high, lofty; edge of knife",金,167.9,17,6,11664
8550,鐨,fèi,fermium,金,167.12,20,6,11665
8551,餉,xiǎng,rations and pay for soldiers,食,184.6,14,6,11666
8552,騛,fēi,Fei,馬,187.9,19,6,11667
8553,鯛,diāo,"pagrosomus major, porgy",魚,195.8,19,6,11668
8554,鰤,shī,a yellowtail (fish),魚,195.1,21,6,11669
8555,鳳,fèng,male phoenix; symbol of joy,鳥,196.3,14,6,11670
8556,鵂,xiū,"horned owl, scops chinensis; bird of ill omen",鳥,196.6,17,6,11671
8557,鶢,yuán,a bird which frequents the sea-shore,鳥,196.9,20,6,11672
8558,鶳,shī,Shi,鳥,196.1,21,6,11673
8559,黋,kuàng,Kuang,黃,201.6,17,6,11674
8560,齢,líng,age; years,齒,211.5,17,6,11675
8561,磚,zhuān,"tile, brick",石,112.11,16,6,11676
8562,緲,miǎo,"indistinct, dim; minute; distant",糸,120.9,15,6,11677
8563,繳,jiǎo,"deliver, submit; hand over",糸,120.13,19,6,11678
8564,聝,guó,to cut the left ears of the slain,耳,128.8,14,6,11679
8565,膴,hū,fine,肉,130.12,16,6,11680
8566,芵,jué,Of Health,艸,140.4,7,6,11681
8567,藫,tán,Tan,艸,140.15,18,6,11682
8568,覓,mì,seek; search,見,147.4,11,6,11683
8569,誕,dàn,"to bear children, give birth; birth",言,149.7,13,6,11684
8570,誡,jiè,"warn, admonish; warning",言,149.7,14,6,11685
8571,貎,ní,lion; wild beast; wild horse,豸,153.8,15,6,11686
8572,賄,huì,"bribe; bribes; riches, wealth",貝,154.6,13,6,11687
8573,跰,pián,Bing,足,157.6,13,6,11688
8574,踥,qiè,Qie,足,157.8,15,6,11689
8575,迆,yí,wind; walk out of straight path,辵,162.3,6,6,11690
8576,逕,jìng,"pass by, approach; direct",辵,162.7,10,6,11691
8577,逤,suò,逤,辵,162.7,10,6,11692
8578,鏢,biāo,"dart, spear, harpoon; escort",金,167.11,19,6,11693
8579,鏤,lòu,"carve, inlay, engrave, tattoo",金,167.11,19,6,11694
8580,鑄,zhù,"melt, cast; coin, mint",金,167.14,22,6,11695
8581,鑽,zuān,"drill, bore; pierce; diamond",金,167.19,27,6,11696
8582,頷,hàn,"chin, jowl; give nod",頁,181.7,16,6,11697
8583,鴉,yā,"crow, raven; Corvus species (various)",鳥,196.4,15,6,11698
8584,鴰,guā,the crow,鳥,196.6,17,6,11699
8585,麅,páo,a small spotted deer found in north China,鹿,198.5,16,6,11700
8586,礱,lóng,"grind, sharpen; mill",石,112.16,21,6,11701
8587,祿,lù,"blessing, happiness, prosperity",示,113.8,12,6,11702
8588,缷,xiè,lay down; retire from office,缶,121.2,8,6,11703
8589,虙,fú,Fu,虍,141.5,11,6,11704
8590,齗,yín,gums (of the teeth); to dispute,齒,211.4,19,6,11705
8591,裓,gé,Ge,衣,145.7,12,6,11706
8592,铹,láo,lawrencium (Lr),金,167.7,12,6,7374
8593,睙,liè,Roll the eyeballs to look,目,109.8,13,6,11707
8594,矟,shuò,lance,矛,110.7,12,6,11708
8595,硣,xiāo,Xiao,石,112.7,12,6,11709
8596,磹,tán,stone wedge,石,112.12,17,6,7930
8597,礀,jian,Cliff,石,112.12,17,6,11710
8598,禮,lǐ,social custom; manners; courtesy; rites,示,113.13,17,6,11711
8599,秶,zī,Zi,禾,115.6,11,6,11712
8600,窇,báo,Bao,穴,116.5,10,6,11713
8601,竷,kǎn,Kan,立,117.15,20,6,11714
8602,笣,bāo,Bao,竹,118.5,11,6,11715
8603,篃,mèi,Mei,竹,118.9,15,6,11716
8604,簬,lù,Lu,竹,118.12,19,6,11717
8605,簯,qi,簯,竹,118.12,18,6,11718
8606,粓,gān,Gan,米,119.5,11,6,11719
8607,粶,lù,Lu,米,119.8,14,6,11720
8608,紋,wén,"line, streak, stripe; wrinkle",糸,120.4,10,6,11721
8609,紓,shū,"loosen, relax, relieve; extricate",糸,120.4,10,6,11722
8610,絞,jiǎo,"twist, wring; intertwine; winch",糸,120.6,12,6,11723
8611,緹,tí,"reddish color, red, brown",糸,120.9,15,6,11724
8612,縷,lǚ,"thread; detailed, precise",糸,120.11,17,6,11725
8613,縼,xuàn,Xuan,糸,120.11,17,6,11726
8614,繆,móu,"wind around, bind; prepare",糸,120.11,17,6,11727
8615,繕,shàn,"repair, mend; rewrite, transcribe",糸,120.12,18,6,11728
8616,繚,liáo,"wind round, rap around, bind",糸,120.12,18,6,11729
8617,繞,rào,entwine; wind around; surround,糸,120.12,18,6,11730
8618,绤,xì,cloth,糸,120.7,10,6,7095
8619,罆,guàn,"jar, jug, pitcher, pot",缶,121.11,17,6,11731
8620,羈,jī,"halter; restrain, hold, control",网,122.19,24,6,11732
8621,翆,cuì,color green; kingfisher,羽,124.4,10,6,11733
8622,翑,qú,Yu,羽,124.5,11,6,11734
8623,聵,kuì,deaf,耳,128.12,18,6,11735
8624,脵,gǔ,"thighs, haunches, rump; share",肉,130.7,11,6,11736
8625,臄,jué,palate,肉,130.13,17,6,11737
8626,茽,zhòng,Zhong,艸,140.6,9,6,6788
8627,莊,zhuāng,"village, hamlet; villa; surname",艸,140.7,10,6,11738
8628,莢,jiá,pods of leguminous plants; pods,艸,140.7,10,6,11739
8629,莵,tu,dodder; creeper,艸,140.7,10,6,11740
8630,菕,lún,Lun,艸,140.8,11,6,11741
8631,蓛,cè,Ce,艸,140.1,13,6,11742
8632,蓷,tuī,"motherwort, various plants of the genus Leonurus, such as L. sibiricus and L. artemesia",艸,140.11,14,6,11743
8633,蓸,cáo,Cao,艸,140.11,14,6,11744
8634,蔘,shēn,ginseng; huge,艸,140.11,14,6,11745
8635,蔞,lóu,Artemisia stelleriana,艸,140.11,14,6,11746
8636,蕘,ráo,"fuel, firewood; stubble",艸,140.12,15,6,11747
8637,蕼,sì,Si,艸,140.13,16,6,11748
8638,薔,qiáng,rose,艸,140.13,16,6,11749
8639,藖,xián,藖,艸,140.15,18,6,11750
8640,藢,zhǐ,Zhi,艸,140.15,18,6,11751
8641,藶,lì,a kind of plant,艸,140.16,19,6,11752
8642,蛢,píng,Ping,虫,142.6,12,6,11753
8643,蟯,náo,worms,虫,142.12,18,6,11754
8644,蠄,qín,(Cant.),虫,142.13,18,6,11755
8645,蠈,zéi,Zei,虫,142.13,19,6,11756
8646,蠎,mǎng,"python, boa constrictor",虫,142.12,17,6,11757
8647,蠣,lì,oyster,虫,142.15,20,6,11758
8648,襪,wà,"socks, stockings",衣,145.15,19,6,11759
8649,覙,luó,explain in detail,見,147.2,12,6,11760
8650,訑,yí,"deceive, cheat; arrogant",言,149.3,10,6,11761
8651,訣,jué,"take leave of, bid farewell",言,149.4,11,6,11762
8652,詰,jié,"question, interrogate",言,149.6,13,6,11763
8653,詸,mí,Mi,言,149.6,13,6,11764
8654,誰,shuí,who? whom? whose? anyone?,言,149.8,15,6,11765
8655,諏,zōu,"consult, confer; select, choose",言,149.8,15,6,11766
8656,諛,yú,"flatter, truckle",言,149.9,15,6,11767
8657,諮,zī,"consult, confer; communicate in",言,149.9,16,6,11768
8658,諱,huì,conceal; shun; regard as taboo,言,149.9,16,6,11769
8659,謥,còng,Cong,言,149.11,18,6,11770
8660,謨,mó,"scheme, plan; plan; be without",言,149.11,17,6,11771
8661,譫,zhān,talkative; incoherent talk,言,149.13,20,6,11772
8662,貋,hàn,An,豸,153.7,14,6,11773
8663,貛,huān,badger,豸,153.18,24,6,11774
8664,貫,guàn,a string of 1000 coins; to go through,貝,154.4,11,6,11775
8665,賓,bīn,"guest, visitor; surname; submit",貝,154.7,14,6,11776
8666,賞,shǎng,"reward, grant, bestow; appreciate",貝,154.8,15,6,11777
8667,贁,bài,to defeat to spoil or be spoiled; to corrupt or be corrupted,貝,154.11,18,6,11778
8668,贂,chěn,Chen,貝,154.11,18,6,11779
8669,贉,dàn,earnest money; silk label on books,貝,154.12,19,6,11780
8670,趤,dàng,Dang,走,156.8,15,6,11781
8671,趯,tì,jump,走,156.14,21,6,8078
8672,趶,kù,Wu,足,157.3,10,6,11782
8673,跔,jū,numb feet; to limp,足,157.5,12,6,11783
8674,踴,yǒng,"leap, jump",足,157.9,16,6,11784
8675,蹆,tuǐ,(Cant.) to move in a straight line,足,157.1,16,6,11785
8676,塥,gé,dry clay lump,土,32.1,13,6,7477
8677,輝,huī,"brightness, luster, brilliance",車,159.8,15,6,11786
8678,輰,yáng,Yang,車,159.9,16,6,11787
8679,輿,yú,"cart, palanquin; public opinion",車,159.1,17,6,11788
8680,轂,gǔ,hub of wheel,車,159.1,17,6,11789
8681,邁,mài,take a big stride; pass by,辵,162.13,15,6,11790
8682,邼,kuāng,Kuang,邑,163.6,8,6,11791
8683,釟,bā,Ba,金,167.2,10,6,11792
8684,釠,luàn,Luan,金,167.2,10,6,11793
8685,釣,diào,"fish; fishhook; tempt, lure",金,167.3,11,6,11794
8686,鈉,nà,"sodium, natrium; sharpen wood",金,167.4,12,6,11795
8687,鈴,líng,bell,金,167.5,13,6,11796
8688,鈺,yù,rare treasure,金,167.5,13,6,11797
8689,鉂,shǐ,Shi,金,167.5,13,6,11798
8690,銊,xù,Xu,金,167.6,14,6,11799
8691,銘,míng,"inscribe, engrave; unforgettably",金,167.6,14,6,11800
8692,鋤,chú,hoe; eradicate,金,167.7,15,6,11801
8693,鋭,ruì,sharp,金,167.7,15,6,11802
8694,錃,bēi,Pi,金,167.8,16,6,11803
8695,錈,juǎn,to bend iron,金,167.8,16,6,11804
8696,漭,mǎng,vast; expansive,水,85.11,13,6,5569
8697,錨,máo,anchor,金,167.9,16,6,11805
8698,鍤,chā,"spade, shovel; marking pin",金,167.9,17,6,11806
8699,鏆,guàn,Guan,金,167.11,19,6,11807
8700,鐖,jī,Ji,金,167.12,20,6,11808
8701,鐧,jiān,kind of rapier,金,167.12,20,6,11809
8702,鐳,léi,radium,金,167.13,21,6,11810
8703,鑱,chán,"spade, trowel",金,167.17,25,6,11811
8704,鑾,luán,bells hung on horse; bells hung,金,167.19,27,6,11812
8705,镃,zī,hoe; mattock,金,167.9,14,6,7685
8706,閬,làng,"high door; high gate; high, lofty",門,169.7,15,6,11813
8707,閾,yù,"threshold; separated, confined",門,169.8,16,6,11814
8708,閿,wén,name of a district in Henan province,門,169.8,16,6,11815
8709,陜,xiá,narrow; mountain pass,阜,170.7,9,6,11816
8710,陝,shǎn,mountain pass; Shaanxi province,阜,170.7,9,6,11817
8711,霠,yīn,Yin,雨,173.9,17,6,11818
8712,鞏,gǒng,"bind; firm, secure, strong",革,177.6,15,6,11819
8713,鞖,suī,Sui,革,177.7,16,6,11820
8714,韨,fú,a leather knee-pad worn during sacrifices,韋,178.5,9,6,6766
8715,韼,péng,韼,音,180.1,19,6,11821
8716,韽,ān,An,音,180.11,20,6,11822
8717,頒,bān,"confer, bestow; publish, promulgate",頁,181.4,13,6,11823
8718,頤,yí,cheeks; jaw; chin; rear; to nourish,頁,181.7,16,6,11824
8719,顛,diān,"top, peak, summit; upset",頁,181.1,19,6,11825
8720,飳,tǒu,Zhu,食,184.5,13,6,11826
8721,飸,tāo,Tao,食,184.5,14,6,11827
8722,餆,yáo,Yao,食,184.6,14,6,11828
8723,館,guǎn,public building,食,184.8,16,6,11829
8724,饅,mán,steamed bread; steamed dumplings,食,184.11,19,6,11830
8725,駐,zhù,"to be stationed at, reside at; to stop",馬,187.5,15,6,11831
8726,駡,mà,"accuse, blame, curse, scold",口,30.13,16,6,11832
8727,駷,sǒng,Song,馬,187.7,17,6,11833
8728,騁,chěng,"gallop horse; hasten, hurry",馬,187.7,17,6,11834
8729,騫,qiān,"raise, hold high; fly, soar",馬,187.1,20,6,11835
8730,騷,sāo,"harass, bother, annoy, disturb, agitate; sad, grieved",馬,187.1,19,6,11836
8731,騼,lù,Lu,馬,187.11,21,6,11837
8732,髕,bìn,kneecap,骨,188.14,23,6,11838
8733,魜,rén,mermaid; manatee,魚,195.2,13,6,11839
8734,鰫,yóng,Yong,魚,195.1,21,6,11840
8735,鱗,lín,fish scales,魚,195.12,23,6,11841
8736,鱽,dāo,the mullet,魚,195.2,10,6,7034
8737,鲬,yǒng,a flathead (fish),魚,195.7,15,6,7802
8738,鴻,hóng,species of wild swan; vast,鳥,196.6,17,6,11842
8739,鶆,lái,Lai,鳥,196.8,19,6,11843
8740,鶊,gēng,oriole,鳥,196.8,19,6,11844
8741,鷳,xián,"the silver pheasant, Lophura nycthemera",鳥,196.12,23,6,11845
8742,鷿,pì,a kind of bird resembling the duck; much smaller,鳥,196.13,24,6,11846
8743,鸁,luó,Luo,鳥,196.13,24,6,11847
8744,麞,zhāng,"roebuck, Moschus chinloo",鹿,198.11,22,6,11848
8745,鼏,mì,cover of tripod caldron,鼎,206.2,14,6,11849
8746,鼜,qì,Cao,鼓,207.1,22,6,11850
8747,鼫,shí,marmot; squirrel,鼠,208.5,18,6,8010
8748,齦,kěn,gums,齒,211.6,21,6,11851
8749,䦂,shàn,(simplified form of,,,18,6,11852
8750,䲟,yìn,(simplified form of,,,16,6,7560
8751,䴓,shī,general term for a group of small birds,,,15,6,6806
8752,䴕,liè,a woodpecker,,,17,6,7152
8753,䶮,yǎn,䶮,FAQ,,20,6,6814
8754,盬,gǔ,salt pit; leisure; pot; drink,皿,108.13,18,6,11853
8755,祅,yāo,"calamities, disasters; ormazda",示,113.4,8,6,11854
8756,禡,mà,a sacrifice at the beginning of a military campaign or on the 2nd and 16th day of the lunar month,示,113.1,14,6,11855
8757,禭,suì,Sui,示,113.13,16,6,11856
8758,糱,niè,fermenting grain; yeast,米,119.16,22,6,11857
8759,縂,zǒng,"collect; overall, altogether",糸,120.9,15,6,11858
8760,蠥,niè,Nie,虫,142.16,22,6,11859
8761,軷,bá,sacrifice,車,159.5,12,6,11860
8762,鄮,mào,Mao,邑,163.12,14,6,11861
8763,釱,dì,fetters; to fetter,金,167.3,11,6,11862
8764,銦,yīn,indium,金,167.6,14,6,11863
8765,錣,zhuì,armor neckplates,金,167.8,16,6,11864
8766,鑢,lǜ,"file, rasp; file; polish; (Cant.) to cut",金,167.15,23,6,11865
8767,钑,jí,spear,金,167.3,8,6,11866
8768,饟,xiǎng,rations and pay for soldiers; dried rice,食,184.17,25,6,11867
8769,鯅,shān,Shen,魚,195.7,17,6,11868
8770,鼊,bì,Bi,黽,205.13,26,6,11869
8771,䴖,jīng,a kind of water bird,,,19,6,7465
8772,簫,xiāo,"musical instrument like pan-pipes, bamboo flute",竹,118.12,19,6,11870
8773,粛,sù,pay respects; reverently,聿,129.6,11,6,11871
8774,粻,zhāng,provisions,米,119.8,14,6,11872
8775,饈,xiū,"food, meal; eat; offer",食,184.11,18,6,11873
8776,盌,wǎn,"bowl, basin, cup",皿,108.5,10,6,11874
8777,瞂,fá,Fa,目,109.9,14,6,11875
8778,鋅,xīn,zincum,金,167.7,15,6,11876
8779,靮,dí,bridle,革,177.3,12,6,11877
8780,盨,xǔ,Xu,皿,108.12,17,6,11878
8781,県,xiàn,"county, district, subdivision",目,109.4,9,6,11879
8782,箥,bǒ,箥,竹,118.8,14,6,11880
8783,簕,lè,(Cant.) thorn,竹,118.1,17,6,7951
8784,臖,xìng,Xing,肉,130.16,20,6,11881
8785,鎔,róng,"fuse, melt, smelt; mold",金,167.1,18,6,11882
8786,鏐,liú,pure gold,金,167.11,19,6,11883
8787,顔,yán,"face, facial appearance",頁,181.9,18,6,11884
8788,盿,mín,Min,目,109.4,9,6,11885
8789,萵,wō,lettuce,艸,140.9,11,6,11886
8790,蔊,hǎn,Han,艸,140.11,14,6,7645
8791,覥,tiǎn,ashamed,見,147.8,15,6,11887
8792,貲,zī,property; wealth; to count,貝,154.5,13,6,11888
8793,驢,lǘ,"donkey, ass",馬,187.16,26,6,11889
8794,鶸,ruò,light yellowish-green,鳥,196.1,21,6,11890
8795,磑,wéi,stone mill; grind; break apart,石,112.1,15,6,11891
8796,窎,diào,deep; distant,穴,116.5,10,6,7074
8797,詒,yí,"bequeath, pass on to future generations",言,149.5,12,6,11892
8798,鉔,zā,Za,金,167.5,13,6,11893
8799,鏱,zhang,鏱,金,167.11,19,6,11894
8800,隺,hú,a bird flying high ambition,隹,172.2,10,6,7081
8801,饜,yàn,Satiation,食,184.14,23,6,11895
8802,荘,zhuāng,"village, hamlet; villa; surname",艸,140.6,9,6,11896
8803,蒻,ruò,rushes,艸,140.1,13,6,7490
8804,蔴,má,hemp; sesame; applied to other plants furnishing textile fibres,艸,140.11,14,6,11897
8805,裛,yì,to wrap and bind; damp; a book bag,衣,145.7,13,6,7570
8806,鈙,qín,Qin,金,167.4,12,6,11898
8807,鎋,xiá,the linch-pin of a wheel to govern or control the noise of a barrow,金,167.1,18,6,11899
8808,鑀,ài,ionium,金,167.13,21,6,11900
8809,髴,fú,disheveled hair; similar to,髟,190.5,15,6,11901
8810,鴓,miè,鴓,鳥,196.5,16,6,11902
8811,鸴,xué,"oriental bullfinch, weaver bird; Pyrrhula species (various)",鳥,196.13,10,6,11903
8812,黿,yuán,"large turtle, sea turtle",黽,205.4,17,6,11904
8813,秹,rěn,Ren,禾,115.6,11,6,11905
8814,茢,liè,sedges; rushes,艸,140.6,9,6,11906
8815,蘁,wù,E,艸,140.16,19,6,11907
8816,蚑,qí,tip-toe,虫,142.4,10,6,11908
8817,鏻,lín,phosphonium,金,167.12,20,6,11909
8818,霤,liù,drip; rain-water catcher,雨,173.1,18,6,11910
8819,霩,kuò,Kuo,雨,173.11,18,6,11911
8820,頺,tuí,Tui,頁,181.7,16,6,11912
8821,餚,yáo,prepared meat; food,食,184.8,16,6,11913
8822,鯂,su,Su,魚,195.7,18,6,11914
8823,籔,sǒu,bamboo basket,竹,118.15,21,6,11915
8824,蕁,qián,nettle,艸,140.12,15,6,11916
8825,蘘,ráng,a kind of wild ginger,艸,140.17,20,6,8052
8826,雑,zá,"mixed, blended; mix, mingle",隹,172.6,14,6,11917
8827,鬶,guī,Gui,鬲,193.8,18,6,7983
8828,鯵,shēn,Horse mackerel,魚,195.8,19,6,11918
8829,鰧,téng,Teng,魚,195.1,21,6,11919
8830,鱂,jiāng,name of fish,魚,195.11,22,6,11920
8831,鳂,wēi,name of fish,魚,195.9,17,6,7966
8832,鵟,kuáng,Buzzard,鳥,196.7,18,6,11921
8833,盠,lí,Li,皿,108.9,14,6,11922
8834,盳,wàng,Wang,目,109.3,8,6,11923
8835,盽,fēng,Feng,目,109.4,9,6,11924
8836,眃,yún,side room,目,109.4,9,6,11925
8837,眏,yāng,Yang,目,109.5,10,6,11926
8838,睧,hūn,dull vision,目,109.8,13,6,11927
8839,硄,kuāng,Guang,石,112.6,11,6,11928
8840,碔,wǔ,1/2 pr stone,石,112.8,13,6,11929
8841,碦,kè,Ke,石,112.9,14,6,11930
8842,碸,fēng,an organic compound,石,112.9,14,6,11931
8843,磃,sī,Si,石,112.1,15,6,11932
8844,礘,è,E,石,112.14,19,6,11933
8845,礮,pào,"ancient ballista for throwing heavy stones a cannon, a gun",石,112.16,21,6,11934
8846,祘,suàn,to calculate,示,113.5,10,6,11935
8847,禤,xuān,surname Xuan,示,113.11,15,6,7827
8848,秌,qiū,(same as,火,86.5,9,6,11936
8849,秙,kù,Ku,禾,115.5,10,6,11937
8850,秢,líng,Ling,禾,115.5,10,6,11938
8851,稧,xì,Xi,禾,115.9,14,6,11939
8852,稬,nuò,"glutinous, sticky",禾,115.9,14,6,11940
8853,稲,dào,"rice growing in field, rice plant",禾,115.9,14,6,11941
8854,稸,xù,Xu,禾,115.1,15,6,11942
8855,穜,zhǒng,rice,禾,115.12,17,6,7949
8856,竒,qí,"strange, unusual, uncanny, occult",立,117.4,9,6,11943
8857,筶,gào,Gao,竹,118.7,13,6,7544
8858,篬,qiāng,Qiang,竹,118.1,16,6,11944
8859,籒,zhòu,Zhou,竹,118.15,21,6,11945
8860,籜,tuò,"bamboo sheath, bamboo shoots",竹,118.16,22,6,11946
8861,籞,yù,a fence,竹,118.16,23,6,11947
8862,籶,shēn,Shen,米,119.2,8,6,11948
8863,糂,sǎn,San,米,119.9,15,6,11949
8864,糉,zòng,dumpling made of glutinous rice,米,119.9,15,6,11950
8865,綡,liáng,Liang,糸,120.8,14,6,11951
8866,綶,guǒ,Guo,糸,120.8,14,6,11952
8867,緄,gǔn,cord; woven belt; hem; hemming,糸,120.8,14,6,11953
8868,緗,xiāng,light-yellow color,糸,120.9,15,6,11954
8869,緼,yùn,variant of,糸,120.9,15,6,11955
8870,縁,yuán,hem,糸,120.9,15,6,11956
8871,縋,zhuì,climb down rope; hang by rope,糸,120.1,15,6,11957
